age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												IY	1		PEOPLE		451.8	2730.6	3300.5	188.3	222.2	474.6	431.108	431.078	431.168	0.09	11	1	1	1	1	1										493.2	2711.6	456.8	2717.8	476	2643.9	503.1	2606.2	864.1	2775.2	4
												AH	1		STUFF		853	1608.4	3033.3	82.4	126.5	416.9	431.657	431.617	431.737	0.12	6	3	2	1	3	0										842.7	1622	853.4	1607.6	852.9	1617.1	850.2	1624	818.1	1607.3	5
												AY	1		I'D		939.7	1803.2	2509.4	50.1	1016.5	1275.2	431.798	431.798	431.927	0.129	41	1	4	2	0	0										860.1	1451.9	862.3	1496	791.4	1643.2	715.7	1814.4	667.7	2055.4	6
												AY	1		I		929.7	1561	2068.6	179.4	161.3	687.4	432.987	432.977	433.047	0.07	41	0	0	0	0	0		s								924.8	1576.7	886.6	1601.6	852.8	1649.2	861.8	1684.2	849.3	1609.4	6
												EH	1		THERE'S		609.5	1910.7	2810.8	75.3	122.8	184	433.407	433.387	433.447	0.06	2	6	4	2	3	3										612.5	1919.3	609.8	1909.4	614.7	1894.1	612.7	1864.3	607	1829.7	5
												AH	1		MUCH		887.7	1623.9	2956.5	143.4	144.6	365.6	433.617	433.597	433.657	0.06	6	2	5	1	2	0										898.4	1546.2	884.8	1633	851.6	1715.2	841.8	1790.7	863.9	1824.2	5
												AY	1		I		1085.7	1636.8	2734.4	96.6	114	262.1	434.146	434.106	434.217	0.111	41	0	0	0	0	0		s								1033.9	1680.1	1085.5	1633.1	1061.9	1735.8	992	1846.3	863.1	1894.1	5
												OW	1		DON'T		903.9	1540.2	2501.1	93.5	139.8	362.4	434.27	434.247	434.337	0.09	62	4	4	2	3	0										897.9	1573	921.2	1482.6	981.4	1500.8	1048.7	1708.7	1045.7	1874.1	5
												IH	1		REALLY		695.2	1889.3	2586	152.2	220.8	360.1	434.416	434.396	434.457	0.061	1	5	4	2	7	1										664	1865.2	699.2	1888	729.8	1844.4	743.7	1764.4	734.6	1676.6	5
												IY	0		REALLY		707	2047.5	3463.4	115.9	109.5	207.9	434.527	434.507	434.567	0.06	12	0	0	0	7	0										700.9	1914	707.4	2064	708.2	2192.9	705.2	2265.5	690.1	2282.2	5
												OW	1		KNOW		877.8	1625.6	1823.9	173.6	230.3	940.2	434.651	434.616	434.787	0.171	63	0	0	0	4	0										875.5	1633.7	942.7	1493.9	927	1408.3	845.6	1276.8	781.4	1148.4	6
												AY	1		I		959.1	1582.1	2243.5	74.1	122.8	1812.1	434.847	434.787	434.907	0.12	41	0	0	0	0	0		s								824.7	1228.8	913.6	1405.5	959.1	1582.1	950.5	1769.4	866	1825.6	6
												OW	1		DON'T		739.1	1550.3	2517.9	78.6	144.3	345.4	434.962	434.947	435.007	0.06	62	4	4	2	3	0										731.1	1571.4	767.8	1476.9	798.5	1398.2	819.5	1351.6	828.7	1337.7	5
												OW	1		KNOW		835.8	1466.9	2949.8	64.1	122.9	193.7	435.139	435.117	435.577	0.46	63	0	0	0	4	0										817.9	1224.4	680.6	1087.5	698.3	1063.8	688.8	981.3	724.6	901.6	5
												AY	1		I		912.6	1679.7	2733.3	69	104	149.5	435.642	435.577	435.737	0.16	41	0	0	0	0	0										828.5	1412.1	905.5	1617	895.8	1817.9	780.2	2103	582.7	2209.2	5
												AE	1		CAN'T		716.2	2547.1	3233.2	104.8	175.5	372.6	435.86	435.827	435.927	0.1	3	4	4	2	6	3										684.2	2630	720.7	2537.4	763.7	2473	819.6	2419.7	860	2315.2	4
												IY	0		REALLY		594.2	2305	3211.5	74.5	115.2	162.6	436.13	436.097	436.197	0.1	12	0	0	0	7	0										623.7	2165.8	591.5	2322	570.8	2426.1	524.3	2468.2	480.8	2396.3	4
												AH	1		JUDGE		797	1800.2	3002.5	81.3	177.1	218.2	436.327	436.297	436.387	0.09	6	2	5	2	5	0										794.4	1833.1	797.1	1802	796.2	1868.8	778.4	1951.9	692.7	2026.8	4
												IY	1		PEOPLE		442.9	2624.5	3002.6	89.9	278.9	483	436.68	436.647	436.747	0.1	11	1	1	1	1	1										443.1	2614.5	442.6	2623.2	438.7	2509.6	438.9	2205.3	838.7	2208.8	4
												AY	1		LIKE		671.3	1700.9	3160.3	127.1	139.2	163	436.89	436.887	436.957	0.07	47	1	6	1	7	0										658.7	1862.1	631.4	2033.8	582.9	2239.9	506.7	2407.5	423.8	2497.6	4
												IH	1		HEAR		523.9	2392.2	2685.2	117.6	155.5	179.6	437.174	437.147	437.227	0.08	14	6	4	2	0	0										488.6	2478.7	528	2383.9	585.2	2278.8	637	2157.3	661.8	2024	5
												AW	1		ABOUT		840.9	1460.3	2581.9	56.5	89.3	111.8	437.361	437.337	437.447	0.11	42	1	4	1	1	0										838.9	1458.6	866.8	1486.2	869.5	1508	825.5	1566.8	758.2	1642.8	5
												IH	1		HEAR		596.4	2177.4	2478.5	108.6	191.9	236.3	438.007	437.987	438.047	0.06	14	6	4	2	0	0										567.8	2206.5	598.7	2172.7	608.2	2117.5	617.5	2053.5	622.8	1999.2	5
												AW	1		ABOUT		810	1412.5	2704.1	61.6	107.1	105.4	438.195	438.177	438.257	0.08	42	1	4	1	1	0										803.8	1406.1	825	1436.2	825.4	1473.1	797.7	1515.7	735.3	1531.7	5
												AH	0		THE		614.4	1874.4	3144.4	171.9	265.8	131.3	438.417	438.387	438.477	0.09	6	0	0	0	3	0										626.4	1848.9	612.8	1875.7	587.5	1868.6	549.8	1780.1	1065.4	1874.2	4
												OW	1		KNOW		766.6	1656.2	2695.8	90.4	184.1	511.2	438.705	438.687	438.797	0.11	63	0	0	0	4	0										779	1610.5	791	1463.4	771.7	1363.1	712.6	1337.8	604	1399.4	5
												AE	1		BAD		740.1	2335.7	3034	68.2	126.1	211	439.124	439.067	439.237	0.17	3	1	4	2	1	0										721.2	2299.1	743.7	2331.7	845.2	2229.2	913.4	2139.5	817.9	2102.9	4
												AH	1		STUFF		835	1649	2859.7	62.6	205.3	190.4	439.447	439.397	439.547	0.15	6	3	2	1	3	0										734.5	1735.1	842.3	1640.9	877.7	1562.3	880.4	1515.5	875.7	1494	5
												AE	1		THAT'S		788.2	1958.4	3133.9	77.1	169.9	138.9	440.09	440.063	440.143	0.08	3	1	4	1	3	3										797.6	1955.4	787	1957.9	762.5	1933.7	690.3	1883.9	590	1887.6	4
												AY	1		I		945.6	1709.9	3267.2	139.9	286.1	166.6	440.384	440.323	440.483	0.16	41	0	0	0	0	0										910.5	1385.7	944	1651.3	910.2	1971.9	793.8	2346.6	649.5	2584.7	4
												IH	1		HEAR		560	2494.5	3375.3	177.3	216.5	602.3	440.545	440.512	440.612	0.1	14	6	4	2	0	0										518.3	2592.8	562.9	2485.1	569.2	2385.7	578.4	2229	606	2106.3	4
												AW	1		ABOUT		839.4	1621.4	2620.7	77.3	194.8	133.3	440.755	440.732	440.903	0.171	42	1	4	1	1	0										848.8	1616.7	849.3	1524	822.3	1426	797.9	1328.3	752.5	1268.7	5
												AY	1		I		919.2	1838.2	2955.8	115.4	175.8	224.2	441.621	441.589	441.729	0.14	41	0	0	0	0	0										917.3	1823.6	886.8	1950.5	809.5	2179	644.4	2497.7	579.3	1961.2	4
												AE	1		CAN'T		791.3	2564.6	3154.4	169.6	117.4	237.1	441.865	441.799	441.998	0.199	3	4	4	2	6	3										715.4	2701	803.8	2529.4	852.5	2235.2	901.1	2061.2	889.2	1926.7	4
												AY	1		I		914.3	1761.6	2024.7	220.1	414.8	902.2	442.282	442.282	442.362	0.08	41	0	0	0	0	0										890.4	1844.6	864.2	1920.2	823.5	2029.5	808.1	2152.3	796.9	1907.5	6
												AW	1		ABOUT		762	1458.6	2481.3	76.1	185.3	146.1	442.554	442.542	442.602	0.06	42	1	4	1	1	0										762	1458.6	781.3	1529.4	774.2	1577.7	736.5	1599.5	665.2	1614.9	5
												AE	1		BAD		722	2108.1	2967.3	84.1	170.6	190	442.798	442.762	442.871	0.109	3	1	4	2	1	0										670.2	2109.3	726.1	2102	738.7	2054	696.6	1986.4	664	1941.3	4
												AH	1		STUFF		717.7	1585.5	2961.6	67	226.3	171.4	443.001	442.971	443.062	0.091	6	3	2	1	3	0										653.1	1581.9	728.4	1586.5	775.3	1597.6	761.1	1552.3	750.9	1593.1	5
												AH	0		UTICA		610.6	2080	2905.7	136	163.1	175.5	443.589	443.572	443.622	0.05	6	0	0	0	6	0										605.4	2082.5	610.6	2080	618	2064	619.8	2045.2	617	2022.4	5
												UW	1		YOU		456.2	1288.3	2234.3	305.1	438	422.1	444.005	443.962	444.092	0.13	72	0	0	0	9	0										444.4	1357	459.3	1286.6	522.8	1288.2	531.6	1334.7	462.5	1231.3	6
												AY	1		I		869.3	1854.1	2919.4	86.2	113.1	207.3	444.229	444.191	444.282	0.091	41	0	0	0	0	0		m								856.5	1842.6	867.4	1849.4	863.5	1863.6	828.2	1888.6	773.1	1865.4	5
												OW	1		DON'T		787.3	1632.1	2561.9	83.8	202.8	602	444.322	444.302	444.382	0.08	62	4	4	2	3	0										781.5	1661.2	796.9	1551.2	802.9	1472.7	806.2	1419.5	816.4	1407.6	5
												IY	0		REALLY		616.9	2368	2940.4	98.1	195.6	266.3	444.725	444.702	444.772	0.07	12	0	0	0	7	0										634.1	2310.2	616.1	2373.5	612.6	2410.3	615.8	2414.8	636.1	2228.7	5
												AH	1		JUDGE		759.5	1871.3	2866	107.2	171.2	179.1	445.545	445.498	445.638	0.14	6	2	5	2	5	0										653.3	1971.8	770	1862.8	808.2	1833.6	769.5	1883.5	642.5	1961.7	4
												EH	1		THEM		777.7	1688.5	2436.1	80.9	176.4	2174	445.775	445.728	445.868	0.14	2	4	1	2	3	0										655.6	1786.6	789	1691	871	1734.9	890.1	1732.8	868.1	1719.1	5
												AY	1		RIGHT		799.5	1885.9	2486.4	69.3	193.7	288.3	447.948	447.892	448.052	0.16	47	1	4	1	7	0										760.6	1760.6	799.5	1885.9	748.5	2096.7	669.3	2255.7	590.3	2405.1	5
												AE	1		EXACTLY		686.7	2060.4	2892.8	107.6	141.7	166.5	448.375	448.322	448.482	0.16	3	1	6	1	3	4										654.8	2018.7	697.5	2059.7	766.6	2072.5	760.8	2092.9	698.7	2152.9	4
												AA	1		COT		1021.1	1589.4	1742.8	159	263.1	1551.4	466.41	466.333	466.563	0.23	5	1	4	1	6	0										1048	1472.2	1022.6	1587	1052.4	1606.8	1015.9	1374.3	923.3	1688.7	6
												IH	1		IS		679.2	2126.7	3129.6	83.5	154.1	289.1	466.63	466.603	466.683	0.08	1	3	4	2	0	0										673.4	2139	679.6	2125.8	657.5	2110.1	595.5	2039.4	536.7	1952.9	4
												AE	1		THAT		1042.6	2026.9	2688.9	202.5	118.9	2380.5	467.216	467.163	467.322	0.159	3	1	4	1	3	0										978.6	2030.2	1047.6	2022.5	1057.5	1999.4	1055.8	1985.7	1048.9	1950.4	5
												AY	1		LIKE		700.9	1888.4	2822.8	105.5	83.9	2245	467.82	467.805	467.896	0.091	47	1	6	1	7	0										698.6	1924.3	662.2	2111.9	609.6	2255.5	537.3	2187.9	580.4	2007.4	5
												IH	1		IF		600.5	2212.4	2723.8	200.1	410	213.5	467.956	467.936	467.996	0.06	1	3	2	1	0	0										585.5	2268.9	606	2203.2	674.8	2138.2	725.5	2084.1	729.1	2053.9	5
												IH	1		VISITORS		647	1929	2329.8	203.1	309	887.4	468.133	468.096	468.206	0.11	1	3	4	2	1	2										712.6	1657.1	643.1	1942.2	633.2	1881.9	623.7	1717.8	541.4	1723.6	6
												ER	0		VISITORS		627.6	1983.8	2476.2	153.5	164.6	191.9	468.405	468.375	468.465	0.09	94	3	4	2	3	0										617.5	1971.8	628.8	1984.2	635.9	1985.2	631.9	1986.1	627.8	1978.5	5
												AH	1		COME		890.2	1576	3075.5	111	111.3	1121.6	468.733	468.696	468.806	0.11	6	4	1	2	6	0										890.8	1594.3	890.1	1574	885.6	1523.9	879.6	1493.3	870.6	1479.3	5
												AW	1		OUT		904.7	1876.1	3002.2	141.9	302.9	206.7	469.674	469.64	469.819	0.179	42	1	4	1	0	0										914.1	1860.5	982.4	1785.3	962.2	1750.4	897.7	1622.4	860.2	1298.1	4
												ER	0		OR		728.4	1558.5	2084.2	91.6	236.4	1296	469.89	469.85	469.97	0.12	94	0	0	0	0	0										719	1441.3	730.1	1569.2	735.7	1622.3	729.4	1699.7	714.8	1769.7	6
												IY	1		NEED		642.7	2701.9	3092.4	179	152	403.2	470.28	470.25	470.34	0.09	11	1	4	2	4	0										625.1	2706.9	643.9	2700.8	652.6	2646.2	654.1	2512.8	638.7	2275.3	4
												AE	1		AN		839.1	2051.2	3001	84.3	126	2088.3	470.376	470.359	470.41	0.051	3	4	4	2	0	0										817.8	2065.3	844.3	2046.9	875	2011.4	899.4	1966.1	920.5	1928.7	5
												EH	1		BED		813.8	1865.2	2946.3	82.1	200.8	185.2	470.733	470.71	470.78	0.07	2	1	4	2	1	0										810.6	1854.9	813.8	1865.4	811.7	1865.1	803.1	1864.5	777.7	1850.7	4
												OW	0		HOTEL		718	1140.1	1823.9	118.2	179.6	1587.5	471.037	471.03	471.109	0.079	62	1	4	1	0	1										699.6	1142	660.1	1175.1	630.9	1246.2	605	1361.3	634.2	1371.9	6
												EH	1		HOTEL		911.9	1721.3	2876.4	97.8	231.2	362.3	471.26	471.21	471.36	0.15	2	5	4	2	3	0										886.9	1778.9	912.6	1716.2	891.2	1630.1	886.9	1590.3	868.9	1507.8	5
												UW	1		YOU		515	1507.7	2359.1	178.9	510.2	697.6	471.657	471.64	471.69	0.05	72	0	0	0	9	0										486.9	1456.7	515	1507.7	568.7	1576.6	599.6	1621.1	598.6	1619	6
												AW	1		OUT		881.9	1809.2	2886.1	95.7	173.7	170.4	471.883	471.85	472.03	0.18	42	1	4	1	0	0										889.3	1807.2	935.5	1744.2	910	1681.8	880.3	1606.4	839.4	1444.2	4
												AE	1		AND		706.1	1928.4	3001.9	176	83.4	1484	472.752	472.719	472.819	0.1	3	4	4	2	0	3										677	1898.2	710.5	1933	732.5	1939.2	747.5	1950.3	731.9	1956.8	5
												EH	1		BED		925.1	1855.4	2921.7	73.3	159.8	1131.8	472.976	472.919	473.089	0.17	2	1	4	2	1	0										863.8	1837.9	928.2	1857.6	949.3	1891.8	922.6	1938.1	840.2	1992	5
												AH	0		IS		656.2	1987.9	3147.1	195	216.5	226.7	473.166	473.139	473.219	0.08	6	3	4	2	0	0										680.2	2004.5	656.3	1984.4	673.4	1922	712.4	1840.5	773.5	1886.5	4
												ER	1		PERMANENT		855.6	1697.6	2079.5	183.9	170.6	1030.2	473.635	473.618	473.669	0.051	94	4	1	2	1	2										869.4	1723.9	852.4	1690.3	834.6	1620.9	819.8	1509.7	810.2	1416.9	5
												AH	0		PERMANENT		835.1	1995	2785.6	120.5	101.9	2078.4	473.886	473.859	473.939	0.08	6	4	4	2	4	3										833.7	1990.9	834.9	1995.6	836.7	2000.4	839.2	1993.6	831.6	1977.8	5
												ER	1		PERMANENT		785.2	1715.5	3508.2	263.8	169.6	1706	474.896	474.873	474.943	0.07	94	4	1	2	1	2										806.2	1702.6	790.5	1719.6	812	1756.9	808.7	1786.1	794.7	1791.9	4
												EY	1		STAYS		632.2	2538.5	3031.6	223.8	171.2	357	475.616	475.553	475.683	0.13	21	3	4	2	3	0										623.9	2358.4	620.7	2481.6	631.4	2542.5	610.2	2516.6	580.5	2305.9	4
												UW	1		ROOM		754.3	1292	2471.9	154.3	157.2	1430.1	476.051	476.043	476.113	0.07	73	4	1	2	7	0										755.1	1283.9	752.4	1232.2	748.1	1168.9	739.4	1117.4	742.6	1091.5	6
												AA	1		COT		937	1739.2	2538.3	104.2	181.2	330.4	476.765	476.732	476.832	0.1	5	1	4	1	6	0										918.8	1760.7	940.3	1734.7	969.5	1715.6	991.1	1728.9	981.8	1805.8	5
												UW	1		MOVE		576.4	814.3	2437.5	221.5	113.8	466.2	477.155	477.132	477.201	0.069	72	3	2	2	2	0										580	832.5	576.5	812.9	586.2	812.7	590.7	864.9	599.2	917	6
												AW	1		AROUND		952.3	1693	2649.2	105.5	135.2	800.6	477.397	477.341	477.682	0.341	42	4	4	2	7	3										967.2	1673.3	1014.1	1593	934.3	1403.2	903.9	1271.6	867.8	1219.7	5
												EH	1		BED		853.2	1842.8	2879.2	62.8	154.9	271.5	478.557	478.524	478.624	0.1	2	1	4	2	1	0										816.1	1830.1	859.1	1844.8	883.9	1860.2	860.6	1865.9	788.6	1871.3	4
												AH	0		IS		622	1968.6	3071	108.2	141.1	181.2	478.687	478.664	478.734	0.07	6	3	4	2	0	0										633.8	1961.9	620	1967.4	596.8	1933.4	576.6	1890.3	563	1886.5	4
												AY	1		LIKE		691.1	1769.6	3015.9	109.4	115.4	136.7	478.87	478.864	478.923	0.059	47	1	6	1	7	0										686.3	1839.2	664.1	1961.1	635	2061.9	602.2	2178.8	584.4	2283.5	5
												ER	1		PERMANENT		727.4	1533.8	1815	138.7	299.4	711.4	480.531	480.508	480.578	0.07	94	4	1	2	1	2										756	1533.5	725.8	1535.8	719.8	1558.5	736.5	1502.4	739.8	1398.3	6
												AH	0		GOOD		674.3	2052	2744	107.8	212	522.2	490.089	490.066	490.136	0.07	6	1	4	2	6	0										676.6	2107.8	676.5	2043	692.1	2003.9	692.2	1973.8	669.7	1959.7	5
												AH	1		ONE		772.6	1457	2185.4	247.8	246.6	1613.3	490.243	490.226	490.276	0.05	6	4	4	2	9	0										751.2	1431	772.6	1457	785.3	1464.8	802.8	1497.2	805.4	1522.5	6
												AO	1		CAUGHT		880.9	1360.9	2570.3	133.5	150.6	1459.2	493.593	493.536	493.706	0.17	53	1	4	1	6	0										905.3	1357.2	880.3	1360.9	874.5	1335.5	886.9	1332	909.9	1369.5	5
												AH	0		IS		595.8	2071.1	3013.7	168.7	90.4	249.2	494.44	494.423	494.473	0.05	6	3	4	2	0	0										608.4	2089.6	595.8	2071.1	567.5	2039.1	538.8	2016.6	526.7	2023	4
												EY	1		MAYBE		668.6	2439.4	2995.8	131.4	130.8	429.4	494.581	494.553	494.613	0.06	21	1	1	2	2	1										647.1	2302.5	662.5	2403.6	668.1	2437.9	657.1	2348.2	622.9	2260.3	4
												ER	0		WERE		606.3	1263.7	2042.3	175.3	583.4	454	495.172	495.112	495.293	0.181	94	0	0	0	9	0										621.2	1609.8	603.9	1215.6	664.6	1214.2	985.3	1711.4	842.4	1692.7	6
												AY	1		TRYING		894.6	1906.4	2535.5	78	140.8	1068.6	495.88	495.873	495.923	0.05	41	4	6	2	8	0										893.9	1931	886.5	1998.8	869	2086.9	845	2193.6	823.4	2293.1	5
												AY	1		HIDE		1031.5	1739.3	2444.7	143.6	220.2	1063.7	496.079	496.092	496.253	0.161	41	1	4	2	0	0										982.5	1793.7	931.3	1889.5	860.2	2038	768.7	2275.1	673	2375.5	5
												AY	1		LIKE		781.3	1850.4	3274.6	231.8	172.4	267.3	496.626	496.632	496.682	0.05	47	1	6	1	7	0										753.4	2045.7	729.6	2168.2	682.5	2338.3	636	2454.2	599.1	2386.8	5
												AY	1		I		880.9	2294.7	2862.8	513.3	480.1	280.7	496.719	496.732	496.812	0.08	41	0	0	0	0	0		m								745.7	2152.2	755	2170	693.6	2293.5	606	2357.9	516.4	1947.4	5
												AA	1		GOT		931.7	1858.3	2740.9	85.7	193.8	635.7	496.892	496.852	496.972	0.12	5	1	4	1	6	0										846.6	1959.5	938.7	1846.9	967	1774.5	976.5	1821.4	908	1904.9	4
												AO	1		CAUGHT		930.2	1418.7	2798.2	93.9	143.5	362.7	497.142	497.102	497.222	0.12	53	1	4	1	6	0										912.3	1365.4	931.3	1428.3	924.3	1552.4	890.1	1690.8	779.4	1784.1	4
												IY	1		STEALING		500.1	2645.1	2989.2	107.3	259.6	287.8	497.432	497.392	497.512	0.12	11	5	4	2	3	1										445.8	2538.7	510.1	2645.1	575	2544.3	662.3	2235.5	748.7	1931.5	4
												AY	1		I		894	1893.8	2245.2	147.6	240.1	941.2	497.957	497.952	498.012	0.06	41	0	0	0	0	0		s								880.6	1923.4	861.2	1990.9	834	2072.2	791.7	2139.9	733.4	2097.5	6
												AA	1		GOT		920.1	1836.3	2571.3	106.1	198.5	709.3	498.102	498.062	498.182	0.12	5	1	4	1	6	0										844.8	1946.3	924.8	1829.2	941.3	1787.5	929.4	1813.1	860.8	1852.5	4
												AO	1		CAUGHT		905.3	1314.5	2670.7	72	104.4	160.9	498.392	498.322	498.532	0.21	53	1	4	1	6	0										888.6	1316.2	906.2	1315.2	907.9	1337.7	909	1396.9	915.7	1488.8	5
												OW	1		KNOW		827.7	1687.2	2509.3	256.7	206.8	725.6	498.931	498.922	499.082	0.16	63	0	0	0	4	0										804.7	1400.7	829.2	1388.3	704.9	1244.1	580.4	1104.3	560.3	1063.3	6
												UW	1		DOING		432.8	2018.2	2798.1	103.8	378.7	313.7	499.23	499.222	499.292	0.07	73	0	0	0	3	1										435.1	1970.8	467	1784.8	499.9	1613.9	524.3	1543	540.6	1569.7	5
												AH	1		DRUGS		850.4	1485.8	2399.1	59.7	110.7	371.6	499.579	499.532	499.672	0.14	6	1	6	2	8	3										837.1	1486.8	851	1487.5	847	1522.3	820.3	1603.2	734.9	1652.1	5
												AY	1		FINDING		950.9	1854.2	3072.2	128.6	184.4	934	500.935	500.945	501.026	0.081	41	4	4	2	1	4										929.2	2066.8	908.8	2200.3	875.2	2366.9	839.2	2466.2	798.3	2500.3	4
												AW	1		OUT		992.9	1903.5	2852.4	195.6	173	417.3	501.243	501.206	501.456	0.25	42	1	4	1	0	0										1053.4	1816.3	1065.1	1670.2	928.2	1527	841.9	1302.5	719.8	1141	5
												IH	1		IS		621.6	2192.3	2878.2	109.9	177.9	840.6	501.532	501.505	501.586	0.081	1	3	4	2	0	0										604	2113.8	621.8	2197	610.2	2213.7	568.7	1953.8	517	1580	5
												EY	1		MAYBE		649.3	2534.6	2978.2	122.8	235.8	235.2	501.719	501.706	501.796	0.09	21	1	1	2	2	1										644.5	2563.6	629.3	2610.6	612.6	2654.3	609.2	2663.7	608	2579.2	4
												IY	0		MAYBE		475.1	2905.9	3684.7	267.3	147.4	990	501.962	501.855	502.176	0.321	12	0	0	0	1	0										471.7	2906.5	477.8	2902.1	478.3	2913.5	506	2923.1	531.9	2896.9	3
												AA	1		NOT		914.9	1639.4	1863.1	232.1	304.6	174.9	502.409	502.366	502.496	0.13	5	1	4	1	4	0										824.3	1713.4	921.4	1636.9	949.9	1653.8	934.2	1702	836.5	1696.1	6
												OW	1		SO		675.8	1593.4	2858.3	91.3	213.8	354.4	502.625	502.616	502.676	0.06	63	0	0	0	3	0										670.9	1611.1	694.7	1524.8	732.3	1435.3	820.7	1642.6	921.8	2009.3	4
												AH	1		MUCH		916.4	1554.9	1822.1	105.2	161.4	756.8	502.799	502.766	502.866	0.1	6	2	5	1	2	0										904.4	1456	916.2	1568	896.9	1683.8	832.9	1779.7	746.5	1822.9	6
												IH	1		IN		855	2287.3	3506.5	829.7	375.9	549.8	503.079	503.046	503.146	0.1	1	4	4	2	0	0										1077.5	2141.8	858.3	2318.7	679.2	2444.9	672.7	2431.7	673.2	2384.3	4
												IY	0		THE		552.1	2971.5	4319.5	175.7	103.2	632.6	503.279	503.246	503.346	0.1	12	0	0	0	3	0										554.6	2918.7	553.5	2979	566.1	3004	514.1	2948.9	549.1	2861.4	3
